"pc.comp1","pc.comp2"
3759.61950311331,-4695.185028009
-25203.8498885523,4127.84942082212
12538.6642417057,18096.8732878912
23311.728344149,-1166.6319403686
-29374.8876243194,2245.99362017714
8309.61715840697,32385.1896900952
5592.66369025108,-15226.8519417088
-30029.491606149,444.426953519115
-19947.1370784325,4882.0559351435
729.955780318926,-7827.91519869737
6914.71842693856,6369.20857598595
-26294.8299474687,1566.79360025357
7656.98522850886,21589.9138541814
-27430.6832424726,-827.574631586591
15519.5994858396,-1807.39205415468
-27194.7868938569,3481.90903798418
7164.15332244018,-15024.0411589534
-35868.2094565193,916.689501626621
-9725.765659769,-4352.58735786961
21241.1786525893,1089.95265584496
-4855.17591497516,405.02176935849
19363.1972028032,921.887370695364
-35914.020647089,-619.937046878403
-29434.6793606933,4317.04559842761
7322.5594761493,-21980.0193905255
3099.8977621669,17061.4749337745
-20861.0224762827,4237.42912108559
-25378.9287005901,3891.50509700299
18975.7865277523,4070.53714983799
7317.4300387398,-23714.7553681485
-28511.7260251277,5259.10453294009
18722.6632011055,18077.4766815799
5824.94214572958,-18017.4599177036
10725.845017001,-21963.559094431
2429.71675558411,5003.94199800481
8158.93155424383,-20333.6886383445
8129.58200087826,29207.9399421043
9821.49950528413,-15257.3726282109
5970.30725186337,-8401.29972118862
11904.1831083672,27112.2285280592
10106.8955481027,-22964.3097832457
19720.9844037434,1701.84737266242
-34029.3317365668,8766.86646736472
8189.86832843106,-14777.4875385519
-19969.3317244495,6298.67913384131
-29728.213115825,2566.66043970779
19149.144338564,4182.17291496517
13116.3814802436,-19510.4382580518
-21662.6676371587,381.587731145126
13486.2370354184,8103.80894129474
18902.7415313466,2776.26120425896
13945.1956117573,-24256.242572426
23029.9410385135,-1168.61673502326
4655.54104029713,-4733.8024068338
19772.7529384536,4547.75981657347
-8601.45872356421,-4620.5578458639
16998.45622404,3884.44351165974
-11188.8616985386,-12372.6594539476
13786.8842803438,6335.30324060105
-26882.6637815476,11798.1210561114
-18211.4383412735,-18006.2150908379
-31332.2997093363,-896.942783493427
-32120.176861514,-65.3981548936961
19318.7764161883,2993.95396139895
-24586.6164820811,2706.55006380411
-20330.0474674316,2252.18088065079
19807.8304279434,3406.42047588999
13518.8014971965,13147.5048572346
-11573.0964227835,12605.8245584469
25032.7821433202,-1750.73090921053
-35106.5991278031,533.558476091404
-29098.1347157424,11617.3163040541
5307.9016553888,24071.3713599952
-30137.7229860752,-1981.98251847991
-21834.3238007997,1638.6696349725
9358.10297985495,13091.3724049799
22003.6107327538,-605.612992744674
-12408.4029339494,8511.46380182201
-6149.03893587955,-1006.64706849136
8657.3949803947,27669.7184865759
12714.0233072551,-24329.5041247107
13408.8936964801,-19295.6423091144
-19128.1828487938,-19430.3057845202
-20481.7971475727,1023.04039089664
-33519.0711826731,212.320857321455
-30741.2970136062,-2316.00131504903
-30805.0134382795,-412.201843122154
-30922.4269941191,116.207907086259
9323.19249360212,-16776.761071034
12203.4217663764,6649.18099258797
6141.23007573021,-14137.946358437
-10853.1287422967,-11969.7950580835
24581.8029393305,1709.53926271251
-28496.112975521,1969.79133867988
18455.9656179061,2802.43556562448
-40048.5485874603,-2155.58016259221
4282.25365659982,18088.5453742533
11157.8684624428,-20546.3518829929
-37441.1410202961,-1885.60595093331
8231.77457734339,-20849.7485671137
19546.2862160886,337.480802628882
-11223.869983707,-7803.50401022462
26920.4930211622,-1346.22280912604
10855.5997613864,23285.7352322716
7403.66175563237,-13078.4998143043
-29298.3663078408,-663.605226186857
-22954.4543860538,6715.34509788893
22211.4800218029,168.222582700956
22385.7976930405,-2303.5847259107
6422.48439623828,-26539.919671543
10996.7942744623,-26313.4333012456
11501.0599738307,-17430.8443096249
11740.4260062972,-26982.9038895956
4861.48805967649,7449.88479605111
16896.3563645179,-1323.81601618924
7245.0344070901,24931.900687671
24262.863667132,-2807.31901867862
-31963.4523906118,1711.0812022592
12224.5548201671,19640.1545993571
21503.9531540484,-1228.9497994852
12727.9595861031,-22848.9157554934
5812.49899174471,5948.75678319247
-20959.8384447276,4657.75791715085
7747.8092551829,-6533.70057850256
-16990.7014255672,2169.39533142812
13390.9906428717,-19368.4066073393
-40646.1006133128,-2434.75753065984
-14741.4664934185,9474.54062699145
-27300.7322120899,2113.10185032835
19364.9697833691,-99.7090460111708
11069.9463453501,-19952.3078647985
17431.5763614881,1164.88284892264
-15746.7109558354,7127.44718551433
8559.27877410939,26645.1799699983
17719.9813890546,3974.35094528619
-8945.97465114667,14579.9076688768
4164.62588643387,18053.4803557547
11036.3526714632,-24765.2639326472
2227.10069532446,-6443.75350365547
-37733.2763723758,-1816.23728408236
-23097.1768537588,4756.79608320097
13692.7536998329,7647.37874457774
18750.8487960993,11752.267866933
-33052.1462761234,668.083859841406
19294.9459560098,32.4086945066228
17187.4547222112,5235.73780966459
-13105.3865822889,-15696.734755517
18907.3928028193,3972.96326067684
11965.7040693052,27946.5023473347
12476.8315489185,5653.5500098014
-10758.3240410236,-12112.7693616151
-18034.7046229643,6159.49484085895
3024.19997777025,-16424.4333176543
6113.82377571727,-21238.2496325087
16249.5619100991,4601.67626007152
10588.2983870856,-24656.279185966
12818.4376630439,-25293.8671439887
-35486.0412399177,-1007.12108961451
14451.9784532853,2226.44546661498
-41121.020137837,-4221.64435005676
-18747.92466015,6427.37432937832
21527.4031323361,201.284764189801
6388.2994501223,-24035.672462299
-23378.8206703462,7705.93765686167
-16046.86587415,7176.62596354478
22230.9024449311,2265.99277468359
-30595.3854213771,-94.9092472347948
-29518.2956893731,-1188.30444937625
-30582.5311438407,31.7840201891498
15464.8319454282,13856.3144959242
22322.7835628453,-492.855390983148
7224.46557473688,-30358.9628182191
-10572.0656323267,-12227.2321669236
-15203.0527377446,1453.55236562825
8184.18589033891,30496.4086288009
8427.05575988115,17912.8627916325
6382.93045221524,-22108.9520549276
4620.22935323983,-6923.65251332815
-7453.34093228984,-3479.92509552494
-32191.4576449017,-149.292662844453
1171.06079237646,-15794.5181937518
12704.1363202057,7583.26138248596
21530.8512523359,163.359965657346
-31104.8495631331,-1743.50332769245
24124.3345561205,-5288.84923626206
28224.7180334512,-4560.77625261495
-5302.0869949194,471.338074319978
8644.26745962413,23815.3495072936
-26903.8114710698,1461.07712414286
19007.2298523299,1233.39911386998
22488.2117007655,2759.7853689566
-14600.7942832378,6462.07930163308
11275.5699142512,22462.9250807214
9258.85371001758,-18659.5186643658
19856.855127254,7235.76049407143
17452.8775379433,18206.020347238
3316.58780817393,11803.1689994051
7174.55577260927,-12057.7338234711
-11413.9795407032,-12153.1120406228
-15125.3664969142,7181.05339189667
-11096.6984405822,-11684.279282926
9461.70567872393,-23031.7826631145
-6044.12030946297,-5374.64377823683
25675.6021217217,-3996.56936745916
-28399.6852545053,2041.46981744794
21861.0999784407,618.569746387733
8002.82123412649,-22044.4010442886
13438.2736983785,3443.76898269191
9967.57108430453,-22475.9145598549
8196.63355972454,-10899.7476755168
10541.8122750506,25870.7861526015
19700.0002747852,18040.2196471013
14712.6299373634,7482.99694781754
22885.761424259,-1210.32086898125
22739.9960862406,-3958.8573334342
8436.14679320001,-13760.9185809738
2403.42869714576,-9815.74831704112
61.8730310938836,-14547.4858687355
-20743.4683607048,4184.34872159087
19300.1057329133,6630.08853074573
-26985.999991844,4954.22610611769
24803.1786629071,-2717.91230012642
-8861.98772642339,-7974.25649602006
22044.1536474522,65.5439478121441
-9057.17825052877,-1594.3234308531
15844.4159329783,8531.93107323417
6152.20443640298,22714.9785772314
11772.1120919142,-8950.29743260191
13974.1216228448,-22770.2545767483
-29717.4382531396,805.751176414411
26896.0291169484,-2997.36485556359
5975.75384212708,-12575.4535691324
-17428.9308814188,9998.37485873618
10225.4221950823,18222.0135259627
-26475.2068321213,5323.82964235411
-19096.1329236842,10055.122739344
-21412.9283872308,7906.53305974874
5660.203127619,26424.7097293296
11159.6931806647,-20095.7168147482
-32136.3492352067,-2601.22863776494
13327.8319068399,13749.6950915697
-27127.7013986636,6083.04891180835
18002.7461585585,3474.03233319309
-10369.5076423507,-12693.3681170223
-27898.9612511246,84.5396647742358
12240.5193566048,10551.7236465868
10210.5736705689,-15336.888069969
8302.84832638097,25005.3620417254
19021.9827577272,18173.7726896884
-24838.1058538065,2395.73531647958
21952.4774844143,-2376.39297082286
-21711.5888909213,4739.10561786815
11827.5042695141,-26564.777482733
-27695.1417687899,4592.37630882606
-22262.3891495056,762.900821425518
-8413.69306175008,-3576.2572144905
21869.2606695597,3820.99712176051
-28113.3613714592,-444.622347595879
15586.8444321282,5016.51890456323
22165.0739734517,-186.84205722969
-13740.7802561038,-15867.9826448522
-30718.6263626757,2440.16516641515
8570.60574558059,27421.8682094062
-32532.3840888759,2760.8313579441
4414.64141567456,23620.2222331298
-19266.082786376,8689.11330481699
26652.1173339124,-1483.0200319147
-40660.1009946601,-3239.81189871801
-34080.7350705721,-3331.08881425505
-18389.417711202,3412.91130644875
7027.60013192038,-13475.4470485777
-37413.3694752689,-1637.38457706886
3482.9630957253,-5511.39751929655
4828.87953361745,-3644.50110822037
-35829.274239642,-1448.53428429058
3542.14022145656,-16298.6684785021
3525.34501621856,19582.9155560531
-3951.29930560095,956.884691362071
9698.26982045355,-20526.5815453656
-23226.1783107961,4894.01715678195
7867.56844374633,-21142.4004772411
-22775.0486560854,1099.47756085941
18051.5956445354,3598.59881884057
3448.04173455872,15732.251138932
24227.2640964179,-2503.59989497419
12706.0482813583,5683.09063290689
-39399.9168998309,-2056.76747446253
5677.17949027188,-10907.71937575
-27431.1410900769,561.923458435658
-10497.0847508292,-11155.3150062321
-41495.3639573149,-2938.68960226035
-31121.2968865503,450.514357379839
7601.99126640252,-15669.214759683
-20698.0678446917,5133.81883891554
8213.63206669629,-10358.5549336094
11528.7923968061,8133.80111388078
16809.8035748482,4790.23302478405
19758.0919625163,6704.88808428946
20698.9241127947,1426.23652233307
-7435.28280592584,8141.52324590403
24108.1092213735,-2963.41722485227
-29495.139878947,-504.964387210161
-9601.87100322922,10916.1620456638
-10479.8926061676,-2794.6445368701
10970.4374274079,-12973.0137921513
6484.89787586041,24101.7529214345
7252.60434772701,-14347.4968799794
8313.58681655838,-19733.0447525508
19464.4985277897,137.7513537638
10004.0627374075,22745.0246340141
21799.2303382537,2623.31335113629
21178.1918350193,0.326297240320958
20814.3321892717,-3938.01185273806
-28731.2383780461,-309.741495877245
18364.3619650755,17941.3160216227
11376.3877053012,22469.2586489857
4385.3280747493,-10409.5298361593
6749.4397503091,23446.9079862174
7199.69958967787,-15793.9440001978
22742.534695331,2923.16675492622
9060.28071094165,10786.0028923409
19666.7637679227,2566.20851277537
9975.57226243936,-16429.9344694625
-28985.1003233523,4744.39384433482
23155.840431566,-3000.47488664184
-27778.3109667217,3703.49163901042
-11726.4251857405,-13563.4546834869
9235.83758449118,-23277.4567986027
7452.08059680022,14159.5228107441
7904.87707731539,-16632.5338367583
-27025.5228387012,944.359329738383
18786.6078340377,5185.82271223086
-27837.9440600438,3880.55096217255
8899.23133677007,-21151.2905952599
10225.4584442586,-20154.2417547971
10512.367705578,-16520.5510640994
24139.6137296993,-2136.73148621851
10368.7604762996,20541.4412924464
16223.7284699215,10863.3383398651
-13564.6518510888,-14947.9768438643
-28317.9658208065,-1412.91197179714
-26327.8072751584,2506.60536910266
4402.88062322957,4879.68342780317
7379.03645517622,-13150.4741391373
5032.97767820228,-11464.1540735325
857.310073034355,-1915.96405435541
10753.8499533503,-21100.1173532324
19997.4229535872,17189.9413959705
7120.89746057089,27684.8414918431
-10532.4546477649,-13876.2339757938
3641.01183856013,-13635.6240281986
21830.0687378175,2178.74985179071
13355.8601427863,16359.2971924641
4508.41585820247,-2990.70448898951
-14266.9305788925,10317.2616198613
-33516.5065706275,4563.98881556134
2548.78403631151,17398.1991889278
-31373.7954405081,1870.92189015721
-11404.0577704647,-13153.9205113877
5370.54357953757,-9096.16760543777
6024.74864578817,-15769.1975633557
14727.8680188043,13933.7439937823
4548.37674562057,6561.82317093177
-5657.43415087197,479.513817050667
-24408.4012226874,4958.99125540868
26050.3587959735,-2604.3416354378
3105.58728019739,-1368.90077014353
-33172.0131077994,587.011978631598
-26423.0522052483,3054.8628396903
-27382.9638050655,4622.90493886405
-29932.8944700574,930.0107688273
-20000.5789483054,1138.18494224775
-11411.1665379323,-11620.5970430034
24760.4027129159,-2990.01556154197
6423.29017858018,13392.4846601335
16389.5872679051,1043.5654247184
20413.991217291,17286.46687485
12816.1224659801,9994.99923508651
-12805.9106908861,-4440.05631804392
6274.34140081523,-12207.4169090406
17398.1016502245,-87.290481374579
14036.2913647022,8512.70961725252
16914.5973022052,18084.1806268521
5781.68033276025,-17017.9699353474
11617.8386101593,-22795.8517244115
-31535.0731616836,-2164.0544861342
38.3148417083727,9376.73957683154
-22687.5758082302,2020.91818973121
24776.4134616609,-3233.74877854861
-10868.6037808619,-13820.7280166073
-37439.3497904557,-2195.21196757319
6804.00357787682,27562.9183950178
23259.3468605945,215.978653595434
-30291.5704776796,2241.2563196381
-8970.49966937559,-12132.389070713
2028.64384305725,16071.0888985873
13185.3450127244,31006.0209224824
12563.5316061838,29018.9364191309
741.527540733923,-2071.8763261817
-19698.4928381281,72.6322446756751
20221.0577829798,2348.94737558397
20775.5382472565,-555.694820815136
-9723.66490050631,-4174.86218624952
-30577.4790335039,-2332.43523476661
19688.4338295487,-504.943759805542
10951.8456184198,-12491.9155497334
8021.76519818759,-9420.60018681018
19774.1000825574,1425.54977273622
10770.9634325115,-27185.4824704788
25541.9609027415,602.837332962816
2185.0730141264,15339.5180207152
-17338.6400105083,7043.68011560124
8714.01332891565,-29464.1713150196
-4639.17643298466,6529.23363179715
-8131.74274167028,-9352.34653453463
8476.81396932663,25225.0563636296
-26386.0078428396,2661.2080555503
11678.7724956394,25384.1283055933
5030.54724915292,-18099.4262543292
20886.7451268665,17837.7115041425
26722.5424824855,-2903.39325242405
11241.9664595714,28797.11205617
18566.0616449328,17036.1721989602
13898.3085632739,7460.90691311292
18403.392250282,1405.75296662008
-35226.2811289792,831.900441402353
21699.4011926193,828.772001714805
6089.71424512192,-10120.8578715277
-25349.118205511,6471.00743013016
-9940.51660054871,-13829.3575765667
-37404.6150274673,-1074.38806664686
-31267.6678145798,1519.53778309772
-27911.554344297,2121.86730295225
11635.564621822,31730.7342043404
10784.8621591125,-7852.49089163603
11283.8120499328,23282.5887664944
23560.7067053928,1976.64818482372
9523.5780052045,-17695.7280801055
23354.0529093407,775.625290283903
-36142.5129674665,219.302351427294
-32253.0713233366,-378.610747035695
25363.9215854088,-2777.91302512633
7769.82253723394,30695.0041535905
27659.7999729508,-3908.01118976019
6830.23335210185,-9790.33275654424
10397.5298731446,-16438.4157031981
19169.990571635,3109.42863892763
-13478.6819791334,-15335.9791777614
24506.4324725982,-3549.17670837801
-7068.94791505684,236.852790682761
12326.0963625963,31545.9560075495
20560.2381072102,4364.18313065897
8690.79474439266,-17354.4836221414
12817.0363812963,20156.2794478447
-34787.7647804575,-171.961613416112
3315.40476701712,-18630.177721062
20122.9835198827,3917.56026817857
20923.5292104585,1095.97667172099
-30444.7498657157,2593.82941670542
1229.23425854085,-14676.8998442151
4920.59418659082,-11762.6173000171
23233.5882379113,-1657.661937268
15708.207572322,5600.99285833125
9129.02958320896,-19041.9317681009
-8509.79954065046,-5937.98637591869
-40766.2472908548,-2528.03175480941
12087.6266976932,-21159.2218836695
19709.7538495911,3471.68515416025
21298.8130780101,1547.57785458624
4042.71618032933,-10301.6506729047
7200.2869514348,26250.5687068379
13644.0401875211,7758.18927104609
-4302.65697967841,12314.8598519004
9358.41441399907,15065.2348470038
5769.62760951041,22350.2224135666
17337.9673978379,16250.9805745269
-33953.7591129699,2130.55396910875
18828.3274623316,19239.9999093179
-4760.08761841906,18255.6559304437
-25676.9331961765,8741.7128899563
11132.7762759314,-20071.9294308513
-11313.8778570337,13960.85314974
-10653.2983794873,-4969.29988586126
13389.0351690256,6299.7928656794
6543.08866396027,-18639.1927500274
-35020.6597640389,-830.561920759886
29085.5375653937,-5775.92344531339
5538.74732374714,-8731.64855424114
11208.2894911189,-19045.6951697804
3112.83129742571,8254.62418879956
8277.10457923133,-18785.6106038156
-37667.8944744711,-2592.88627092131
6175.31573974588,24963.1573146825
12732.4906779713,27873.1321544469
18990.539190951,17794.7543570307
6176.34754055988,-17355.6200146588
-29206.5647837928,3211.36131670704
-20356.5637616872,8695.23071606762
-6824.87425417766,-3525.11950103773
10416.3357809451,-25760.1846043603
14529.1270334786,-20584.1199306665
23096.6614874269,-812.956984953699
21358.6746374465,331.272058679455
13235.3923287276,-23548.9451867519
8057.42518404704,24260.4036846644
26723.4531956607,-3413.30359596457
1160.6434246199,-12055.8561274591
19991.3127052674,3426.29490060871
-10799.3544328217,-9827.24481937583
18679.782136307,4120.30141294651
15169.8945739862,7315.8736258093
9448.21378683948,-19258.8678474488
-12239.7174644395,9312.82079323538
-29948.5862561286,-619.641666148767
25819.0329380181,-2915.03408261249
6218.36922689524,-16884.4615669864
19023.2820856108,17596.7122402154
-37559.7178454081,201.090708542067
8569.72915372142,-25417.509973018
-36802.0400999574,271.095113293013
7812.33298828648,-19233.0719969451
23085.9861563812,-486.735422999825
22032.5913314633,3701.54168130364
10239.4622065558,-20275.2480564911
6366.59176105098,-12009.3914344861
26124.9001337308,-4546.57021541134
18440.3477052277,17843.1235563818
18849.9824002642,3856.16174596545
23577.8623301246,-528.628070218016
-10307.2044944439,-12634.8370186491
-37234.3953609466,-1462.72982353731
22137.7314351923,-1875.80774337505
20578.3321779071,5682.28819193138
13592.5023345632,-26226.047041186
9843.31381519528,-24509.6367135895
12646.8862365516,16061.6353240616
4776.77283199468,-6231.29062964439
23362.109711936,-237.426129340837
9503.38265677042,22654.0202884271
-23120.8481508882,3347.12778865228
9493.62522794619,17849.2357932528
-6921.17895252994,15859.8854812967
9829.90731661243,-21301.9185405539
24136.3117638355,-1818.78893432095
21116.5751506272,18375.9850416559
-32828.0032308479,-1675.56514567293
-11393.7549595104,-10661.765963422
6130.01163838911,28249.4662986253
-31568.3061587754,3618.93080929601
9782.74826037886,-21310.3897997529
4765.4521699261,-19827.753498454
-28266.54397807,2232.27232012784
8424.49876764786,-21655.8934096549
27564.1927180043,-4545.65491906387
-16139.0510471212,10313.8276319316
11914.7339219378,-25608.2627744725
-11926.0121914736,8343.47287849359
6736.50474719719,-17624.1042602454
-27573.219496411,1115.40808726228
11209.6459172358,-21642.4412644135
-24651.9511809786,5632.81218683942
26404.1889081986,-3742.21826608342
-29553.1995319404,2879.05048098143
6076.79301827003,27328.6861484048
-30909.5404980383,-797.447957417942
-25784.6869161713,711.346415508046
-30988.2545715566,1098.05143489473
11123.4353709959,-21614.0275103537
6757.84857974769,-17608.9952785018
-31612.4842939249,-109.035487548478
-32093.1000933377,812.46817876795
9620.50066094945,6289.66110897304
6329.31390413276,-9637.25724796287
7837.47634019429,6719.76501186661
-5282.79979507272,14927.0186641034
17321.0595257261,4184.77476622805
-38248.654269716,-2428.79700307913
-22577.4566519385,3262.68613750459
-26845.2433084452,871.619127563284
6270.86938916955,-15105.7791142328
17637.638306513,7322.88318900812
6811.76395450093,-14163.728199547
14071.6434701947,3728.17293576344
14334.9592342132,26438.6270480068
-17270.001000513,3879.92991905565
-11783.1222960723,-2935.19944430115
-33524.2698231543,-1616.54253414797
20741.3891857895,1312.92929283314
8311.49358074713,-18219.6795870329
-29422.0088123298,2303.34374836646
-32948.5299217148,448.729442890018
6286.87069687358,23410.7546758554
-28885.9077394464,-508.325277682727
10273.5636993804,22319.7264357138
19722.0661637629,17460.168894304
-7458.01657794125,-1882.4783384037
-30627.9550376813,-788.874677268922
5671.7880356848,24985.1205866569
-31500.9428212704,1893.17247721595
-38820.1578089541,-2071.06303908236
23524.1664697123,-7220.20000193955
9879.2066282016,2236.16941781748
6416.89353623187,-19881.4471811036
-42043.4669239921,-4027.69710908844
-31974.9146348514,-1090.23425085722
-26559.7626420317,2141.58004187564
20176.6953140662,5233.21531851482
28671.4255566791,-6949.09752311831
-32371.584656042,-2041.03826831533
-16004.1431324013,11966.9437433175
23611.6906908356,-3732.93885318504
-25825.2922914992,4373.41250209538
2927.47571063649,7375.01298902312
-30324.2735409158,1116.6050282487
27935.4558466231,-8825.27249640122
16066.1389187982,24222.1094210531
10439.780562575,-9613.12521534323
4826.62730436501,15839.5591131165
7733.86109667975,20146.1681198118
-28261.0688851799,744.564545270628
26190.201764201,-3618.56200576771
12882.4604743526,19046.3909964786
25676.1480133333,-3580.25028854132
19655.6725881741,17566.9929971484
-30582.494686332,365.365368473824
25074.1122793538,-8050.87673615275
-23706.2462402278,3868.5378081974
-29681.8763212423,-1755.72134805873
16927.6846202178,6625.04057506937
16612.4042919479,2070.24660797916
5525.72654264517,-13529.4518623308
17290.0057959447,3119.24968910554
13009.9221200539,16760.0891566863
7262.50498828651,24560.7273854328
-2223.4520641297,17959.8325280244
17771.8718062231,3483.64831937731
22764.967862155,1310.04903480632
-20759.4742973875,311.549105062792
19603.8345062049,17822.8391168299
6746.29001491762,-15251.4570289967
-29720.0149625877,2146.65624534547
-32239.6976295129,-1891.45469894478
6788.27522096567,-8893.37308845768
4506.80732004962,8543.11227136266
4205.74628084886,19337.9035074839
21924.38554895,-142.385966267397
-6788.43574520443,-3437.7880289472
8330.80951465251,-12360.9095566886
22375.3896963904,1786.2121168302
6429.69802371775,-24256.8349193445
-28937.5351544892,393.370655506562
3513.31647152554,17293.8977491987
7801.34285402805,31076.9578405821
-31513.7830556889,1148.43074305588
-30785.5754750969,-606.562897056435
16813.9484705285,5390.53617556712
8552.88934164561,-13778.5041919769
10681.4761519113,-24013.5259765058
21479.078575236,163.804974141794
17131.6705105448,4713.48918215899
12426.1625911413,6855.31997681151
-16506.4940512536,7636.09197827964
17798.9469852446,3179.06184363929
8300.12710485223,20556.1279327398
22309.6399509968,-2362.60596417985
